AC_NO,AC_TYPE,NR_REQUEST_DATE,CLOSE_DATE,MALFUNCTION,CORRECTIVE_ACTION
HL7702,330,2025-01-18 0:00:00,2025-01-18 15:35:07,LOW OIL LEVEL ADVISORY MSG DISPLAYED AFTER APU START,"PERFORMED APU OIL SVCED&amp; NO FOUND LEAK ON APU OP' CH'KED NORMAL PER AMM TASK 12-13-49-612-801-A ,  49-00-00-860-801-A"
HL7702,330,2025-01-18 0:00:00,2025-01-18 19:00:47,"DURING APU START, APU FAULT ECAM MSG APPEARED",NO FAULT MSG EXIST. RESET APU MASTER SW THEN APU OPER' CH'KED NML PER AMM TASK 49-00-00-860-801-A
HL7702,330,2025-01-18 0:00:00,2025-01-19 0:15:00,APU ENGINE DRAIN LINE DRAIN HOSE TORN,"FOUND DRAIN HOSE TORN DURING APU LEAK CHK. SO, REPLACED WITH NEW DRAIN HOSE PER AMM SUBTASK 49-11-11-420-051-A."
HL7585,330,2025-01-15 0:00:00,2025-01-16 0:20:12,"APU BLEED VALVE SYSTEM WIRING CHECK DUE FOR &quot;ON GROUND BEFORE ENG START, ECAM ALERT AIR BLEED FAULT DISPLAYED TWICE&quot;","MAINT' MSG: 495151 &amp; NOT CONFIRMED(DEACTIVATED DUE TO DEFER). ACCORDING TO TSM TASK36-12-00-810-805-A, 49-00-00-810-808-A &amp; 49-62-00-810-841-A, SYSTEM WIRING CHECKED NORMAL BETWEEN BOTH BMC AND APU BLEED P/B SW(7HV)/APU ECB &amp; BETWEEN APU BLEED VALVE(59KH7) P7/P12 AND APU ECB/BOTH BMC PER AWM36-12-04, 49-61-03 &amp; 49-15-01&lt;PME CONT' No.: MI00020378&gt;"
HL7586,330,2025-01-06 0:00:00,2025-01-06 7:00:00,&quot;IGNITION PLUG (59KA31)/ IGNITION EXCITER(59KA10)&quot;CLASS 2 MSG MSG MEMORIZED ON ACARS,"MAINT MSG 49-41-38, IAW TSM NO 49-00-00-810-881-A, REPLACED IGN' PLUG AND EXCITER AND APU OP TEST NML PER AMM NO 49-41-38-400-801-A, 49-41-41-400-801-A"
HL7586,330,2025-01-04 0:00:00,2025-01-06 6:12:00,APU FAULT AT FL410 AND AROUND FL200 AND LOWER THAN FL200 AND ON GROUND.,"MAINT MSG 282000, IAW TSM NO 49-62-00-810-836, REPLACED FCU AND APU OP' AND LEAK CHECK NML PER AMM NO 49-32-51-400-801-A"
HL7720,330,2025-01-02 0:00:00,2025-01-03 0:57:10,APU OIL FILTER HOUSING ABNORAML,REPLACE NEW APU GENERATOR SCAVENGE OIL FILTER HOUSING AND LEAK CHECK NORMAL PER AMM TASK 49-91-41-400-802-A
HL8027,330,2024-12-28 0:00:00,2024-12-28 7:41:48,APU AUTO SHUTDOWN AND AIR INTAKE  NOT OPEN /AIR INTAKE FLAP ACTR(516KB) MSG MEMORIZED ON PFR,"MAINT MSG NO 491651, ACCORDING TO TSM 49-62-00-810-806-A, REPLACED AIR INTAKE FLAP ACTUATOR AND THEN APU OP' TEST NML PER AMM TASK 49-16-51-400-801-A"
HL7553,330,2024-12-24 0:00:00,2024-12-25 19:02:40,APU AUTO SHUT DOWN AFTER LANDING,NO MAINT MSG.APU MASTER SW RESET AND START AND THEN OP CHKED NML PER AMM TASK  49-00-00-710-801-A
HL7587,330,2024-12-22 0:00:00,2024-12-22 14:51:00,APU BLEED V/V (59KH7)  P12 PLUG DAMAGED,NO MAINT MSG. CONFIRMED. REPLACED APU BLEED VALVE P12 CONNECTOR PLUG &amp; BACKSHELL AND APU BLEED VALVE TEST NML PER AMM 49-51-51-710-803-A ESPM 20-44-14
HL7586,330,2024-12-20 0:00:00,2024-12-21 1:45:33,AT DOCKING APU FAULT &quot;APU AUTO SHUTDOWN&quot;,"MAINT MSG NO 494138, ACCORDING TO TSM 49-00-00-810-881-A, REPLACED APU EXCITER/PLUGS AND APU O'P TEST NML PER AMM 49-41-38-400-801-A"
HL8003,330,2024-12-17 0:00:00,2024-12-19 2:15:04,"DURING RAMP IN ICN, APU FAULT AUTO SHUT DOWN","MAINT MSG : 494138,  ACCORDING TO TSM 49-00-00-810-881-A, REPLACED BOTH IGN PLUGS, LEAD LINES AND EXCITER THEN APU O'P CH'K &amp; BITE TEST NML PER AMM TASK 49-41-41-400-801-A,49-41-38-400-801-A  AND 49-41-43-400-801-A"
HL7701,330,2024-12-15 0:00:00,2024-12-15 5:47:47,&quot;LOW OIL QUANTITY&quot; MSG MEMORIZED ON PREVIOUS FAULT REPORT,"MAINT MSG : 499300&amp; NOT CONFIRMED. IAW TSM 49-00-00-810-815-A, 49-00-00-810-814-A, APU BITE CHK NML AND ELEC WIRING CHK NML FROM ECB TO OIL QTY SW(59KT8) THEN APU OP' CHK NML PER AMM TASK 49-00-00-710-801-A &lt;PME: MG00023940&gt;&gt;"
HL7524,330,2024-12-14 0:00:00,2024-12-14 3:30:00,WIRING CHK DUE FOR &quot;FUEL APU AFT PUMP FAULT STATUS MSG DISPLAYED&quot;,"MAINT MSG: 282000, NOT CONFIRMED. IAW TSM TASK 49-00-00-810-816-A. SYS' WIRING CHK'D NML FROM APU ECB(59KD) TO LOW FUEL PRESS SW(59KF17) PER AWM 49-15-01. BUT, FROM APU ECB TO APU LOW FUEL PRESS SW RESISTACE CHK'D(MEASURE: &infin;&Omega;, NML: LESS THEN 5&Omega;, OLD PART: &infin;&Omega;, NEW PART: 0.3&Omega;)"
HL7585,330,2024-12-14 0:00:00,2024-12-15 14:47:14,APU BLEED OIL ODOR T/S DUE,REPALCED APU INTAKE DUCT PER AMM TASK 49-16-46-400-801-A AND ADJUST PER AMM 49-16-46-820-801-A
HL7585,330,2024-12-13 0:00:00,2024-12-14 6:38:32,AIR INTAKE SYS' CLEANING DUE,PERFORMED CLEAN PER AMM 49-16-00-100-801
HL7585,330,2024-12-11 0:00:00,2024-12-11 19:09:57,APU R/H SIDE IGV ACT' DRAIN LINE PROTECTING RUBBER HOSE HAS DAMAGED,NO MAINT MSG. REPLACED IGV ACT' DRAIN LINE HOSE(TUBE) PER AMM TASK 49-23-51-400-801-A.
HL8027,330,2024-12-07 0:00:00,2024-12-07 22:47:06,APU IGN PLUG/IGN EXCITER MEMORIED ON PFR,"MAINT MSG NO 494138,ACCORDING TO TSM 49-41-00-810-813-A, REPLACED IGN PLUGS/IGN EXCITER AND APU O'P CH'K NML PER AMM 49-41-38-400-801-A"
HL8027,330,2024-12-06 0:00:00,2024-12-07 9:46:24,APU AUTO SHUT DOWN DURING START 2ND ATTEMPT SUCCESSFUL,NO MAINT MSG.APU MASTER SW RESET AND START  AND THEN OP CHKED NML PER AMM TASK 49-00-00-710-801-A
HL7524,330,2024-12-01 0:00:00,2024-12-01 23:11:36,WIRING CHK DUE FOR &quot;AFT ENG SHUT DOWN APU BLEED FAULT MSG DISPLAYED&quot;,"MAINT MSG: 492351, I/A/W TSM 49-62-00-810-846-A, WIRING CHECK NORMAL FROM APU ECB(59KD) TO INLET GUIDE VANE ACTUATOR (59KE21) PER AWM 49-15-01"
HL7587,330,2024-11-28 0:00:00,2024-11-28 6:30:12,APU AUTO SHUTDOWN AFT LANDING,"MSG:FUEL SPLY/FCU(59KF19)FLOW DIVIDER ASSY. ACCORDING TO TSM TASK 49-62-00-810-838-A.FUEL BLEEDING AND APU OPS CHECKED, NML. IAW AMM TASK 49-00-00-710-801-A"
HL7553,330,2024-11-06 0:00:00,2024-11-07 8:42:07,APU FAULT DURING START ATTEMPT. AS PER ECAM MATER SW SELECTED OFF.,PERFORMED APU REATART THEN OPERATION TEST NML PER AMM 49-00-00-710-801-A (NO  MAINT MSG)
HL7702,330,2024-11-03 0:00:00,2024-11-03 1:23:28,APU FAULT AUTO SHUT DOWN MSG DISPLAYED,"NO MAINT MSG, AFTER RESETING MASTER SW, START AND OP CHKD NML PER AMM TASK 49-00-00-710-801-A"
HL7710,330,2024-11-03 0:00:00,2024-11-03 7:08:24,APU FAULT MSG DISPLAYED WHEN APPROACHING GATE.,"MAINT MSG:495152,492316 NOT CONFIRMED, IAW TSM 49-62-00-810-843-A/49-23-00-810-802-A WIRING CHKED NML FROM ECB TO SCV(59KH18), LCOT SNSR(59KE2) BUT LCOT SNSR RESISTANCE CHK RESULT &quot;OPEN&quot;(NML:55-67&Omega;) AND FAULT FOUND LCOT SNSR ALUMEL NUT MISSING THEN INSTALLED LCOT SNSR ALUMEL NUT AND OP TEST NML PER AMM 49-23-16-400-801-A"
HL7524,330,2024-10-25 0:00:00,2024-10-26 2:26:08,LOW FUEL PRESSURE MSG MEMORIZED ON PFR,"MAINT MSG 282000. NOT CONFIRMED. IAW TSM 49-00-00-810-816-A, APU FUEL SUPPLY TEST AND APU OPERATIONAL TEST NORMAL PER AMM 49-00-00-710-801-A."
HL7587,330,2024-10-19 0:00:00,2024-10-20 0:31:12,APU OIL PUMP LUBRICATION OIL FILTER DELTA P INDICATOR POP OUT,"NO MAINT MSG, REPLACED SCAVENGE OIL FILTER AND THEN LEAK CH'KED NML PER AMM TASK 49-91-41-960-801-A"
HL7720,330,2024-10-18 0:00:00,2024-10-19 5:06:52,APU SURGE CTL V/V SLEEVE TORN,"REPLACED DUCT SLEEVE AND AIR LEAK CHECKED NORMAL PER AMM TASK 49-51-52-400-801-A (PME CONTROL NO : MI00022558, MI00023868)"
HL8026,330,2024-10-10 0:00:00,2024-10-11 4:05:27,WIRING CHK DUE FOR &quot;APU FAULT&quot; MSG,"MAINT MSG  &quot; LUBE PMP FILTER + GEN SCAV FILTER (5100KT9)&quot; , NOT CONFIRMED. WIRING CHECKED NORMAL FROM APU P1 CONNECTOR TO Delta P Switch - Generator Scavenge (59KT37), Delta P Switch - Lubrication (59KT36). PER AWM 49-15-01, 49-61-03."
HL7720,330,2024-10-09 0:00:00,2024-10-11 1:30:00,APU FAULT AUTO SHUT DOWN.,"MAINT MSG NO 494138, ACCORDING TO TSM 49-00-00-810-881-A, REPLACED IGN PLUGS, EXCITER, LEAD LINES AND THEN OP' TEST &amp; BITE TEST NML PER AMM TASK 49-41-41-400-801-A, 49-41-38-400-801-A, 49-41-43-400-801-A "
HL7720,330,2024-10-08 0:00:00,2024-10-09 0:04:43,"AFTER LANDING, DURING APU START APU FAULT ECAM MESSAGE ON",PERFORMED APU REATART THEN OPERATION TEST NML PER AMM 49-00-00-710-801-A (NO MAINT MSG)
HL8026,330,2024-10-08 0:00:00,2024-10-10 22:33:34,APU FAULT,"NO MAINT MSG ACCORDING TO TSM 49-62-00-810-916-A REPLACED OIL FILTER AND SCAVENGE OIL FILTER ,CHIP DETECTOR INSPECTION NML AND THEN APU OP TEST OK PER AMM 49-91-41-960-801-A"
HL8027,330,2024-09-30 0:00:00,2024-10-15 23:30:05,[PREDICTIVE] APU LOAD CONTROL VALVE ABNORMAL OPERATION," NO MAINT MSG, ACCORDING TO MCE REQUEST, REPLACED APU BLEED VALVE AND CHECKED NML PER AMM TASK NO 49-51-51-400-801-A"
HL7524,330,2024-09-30 0:00:00,2024-10-01 1:18:16,APU ACCESSARY COOLING FAN INLET DUCT TORN," NO MAINT MSG,REPLACED WITH NEW INLET DUCT AND AIR LEAK CHK NORMAL PER AMM TASK 49-52-51-400-801-A."
HL7720,330,2024-09-26 0:00:00,2024-09-27 5:00:32,APU CONSIDER INOP,RELATION TO LOG PAGE 149838 ITEM 'A'  PERFORMED  REPLACED APU GEN AND APU OP' NML PER AMM TASK 49-00-00-860-801-A
HL7586,330,2024-09-20 0:00:00,2024-09-21 11:32:00,"AFT LDG AND APU START,  APU INOP AND SHUT DOWN APU","MAINT MSG NO: 282000, ACCORDING TO TSM TASK 49-62-00- 810-838-A, APU FUEL LINE BLEEDING AND THEN APU OP' TEST  NML PER AMM TASK 49-00-00-710-801-A, 28-22-00-870-801-A"
HL7720,330,2024-09-17 0:00:00,2024-09-17 2:16:52,APU SURGE DUCT INSULATION BLANKET DAMAGED,"RE-TORQUED SURGE CONTROL VALVE COUPLING AND REPLACED SURGE AIR DUCT UPR,LWR INSULATION BLANKET AND THEN LEAK CHECKED NORMAL PER AMM TASK 49-51-52-400-801-A  (PME NO:MI00011690,MI00017828)"
HL8276,330,2024-09-13 0:00:00,2024-10-15 16:15:00,(TW ITEM_311)APU ZABARA HOSE HAS WEAR DAMAGED(EXHAUST BELLOWS),"REPLACED APU EXHAUST MUFFLER BELLOWS PER AMM TASK 49-81-45-000-801-A &amp; AMM TASK 49-81-45-400-801-A,PME/MP00023999,MP00029242"
HL7585,330,2024-09-13 0:00:00,2024-09-14 1:00:08,APU SURGE CTL V/V SLEEVE TORN,NO MSG.REPLACED DUCT SLEEVE AND AIR LEAK CHECK NML PER AMM TASK 49-51-52-400-801-A
HL8025,330,2024-09-10 0:00:00,2024-09-10 7:13:15,APU SURGE CONTROL VALVE SLEEVE TORN,REPLACED SLEEVE AND THEN APU' OP' LEAK CHK NML PER AMM TASK 49-51-52-400-801-A
HL8276,330,2024-09-10 0:00:00,2024-10-12 15:24:56,"(TW ITEM_312)APU SURGE CONTROL VALVE, DRAIN HOSE TORN.","REPLACED APU SURGE CONTROL VALVE, DRAIN HOSE PER AMM TASK 49-51-52-400-801-A "
HL8025,330,2024-09-01 0:00:00,2024-09-10 3:04:30,[PREDICTIVE] APU OIL TEMP TOO HIGH,"NO MAINT MSG, RESULT OF T/S OIL COOLER CONTAMINATED, REPLACED OIL COOLER ASSY AND THEN APU OP' AND LEAK CHK NML PER AMM TASK 49-91-44-400-801-A"
HL8228,330,2024-09-01 0:00:00,2024-09-01 15:12:08,IGN PLUG(59KA31) / IGN EXCITER(59KA10) MSG ON PFR,"MAINT MSG 494138. ACCORDIND TO TSM 49-41-00-810-813-A.  REPLACED APU IGN EXCITER &amp; UPR IGN PLUG THEN TEST NORMAL PER AMM TASK 49-41-38-400-801-A, 49-41-41-400-801-A"
HL8026,330,2024-08-31 0:00:00,2024-08-31 9:19:07,APU AUTO SHUT DOWN APPROACHING THE GATE ON ARRIVAL,"NO MAINT MSG, PERFORMED BLEEDING THE APU FUEL FEED LINE AND THEN OPER' TEST OK PER AMM TASK 28-22-00-870-801-A, AMMTASK 49-00-00-860-801-A"
HL8026,330,2024-08-31 0:00:00,2024-09-01 7:07:02,REPEATED APU IGN/EXCITER MSG RECHECK DUE,"MAINT MSG NO 494138, ACCORDING TO TSM 49-00-00-810-881-A, REPLACED IGN PLUGS, EXCITER, LEAD LINES AND THEN OP' TEST &amp; BITE TEST NML PER AMM TASK 49-41-41-400-801-A, 49-41-38-400-801-A, 49-41-43-400-801-A (PME CONT NO. MI00005785, MI00015543)"
HL7584,330,2024-08-30 0:00:00,2024-08-30 14:30:00,APU BLEED VALVE WIRING CHECK DUE,"APU BLEED VALVE RESISTANCE CHECKED NORMAL (MEASURE : 63.7 OHM, NORMAL : 20-75 OHM) AND WIRING CHECKED NORMAL FROM APU ECB TO APU BLEED VALVE PER TSM 49-00-00-810-808-A, 49-62-00-810-841-A, AWM 49-15-01 (PME : MI00010667)"
HL7584,330,2024-08-27 0:00:00,2024-09-03 2:53:23,APU AUTO SHUTDOWN,"MAINT MSG:282000,ACCORDING TO TSM 49-62-00-810-836-A, REPLACED FUEL CONTROL UNIT AND THEN APU OP' AND LEAK CHK NML PER AMM TASK 49-32-51-400-801-A"
HL8026,330,2024-08-23 0:00:00,2024-08-24 2:21:03,APU SURGE CONTROL VALVE SLEEVE TORN,REPLACED APU SURGE CONTROL VALVE OUTLET DUCT SLEEVE PER AMM TASK 49-51-52-400-801-A
HL7710,330,2024-08-20 0:00:00,2024-08-20 4:30:00,APU LUBRICATION  OIL FILTER &amp; MCD INSP  DUE,"ACCOMPLISHED PER AMM TASK 49-91-41-960-801-A, 49-91-11-200-801-A (INSP' RESULT : NML)"
HL8002,330,2024-08-08 0:00:00,2024-08-08 6:15:23,BAD SMELL IN THE CABIN WHEN APU RUNNING (ON THE GRD),"NO MAINT MSG, NO FOUND LEAKAGE ON APU EXTERNAL, BUT FOUND CONTAMINATION AT INSIDE OF INTAKE DUCT, SO CLEANED INTAKE DUCT AND THEN CONDITION CH'KED NML PER TSM TASK 49-00-00-810-831-A"
HL8228,330,2024-08-07 0:00:00,2024-08-13 14:03:28,APU COOLING V/V BODY FLAPPER NOT MOVE SMOOTHLY.,REPLACED APU COMPARTMENT COOLING V/V PER AMM TASK 49-52-52-000-801-A &amp; AMM TASK 49-52-52-400-801-A.
HL8228,330,2024-08-06 0:00:00,2024-08-13 15:11:35,(DM:225838)APU EXHAUST MUFFLER BELLOWS UPR AREA TORN,"REPLACED APU EXHAUST MUFFLER BELLOWS PER AMM TASK 49-81-45-000-801-A &amp; AMM TASK 49-81-45-400-801-A/MP00023999,MP00025568"
HL8228,330,2024-08-06 0:00:00,2024-08-13 14:07:45,(DM:200872)APU EXHAUST MUFFLER DRAIN HOSE DAMAGED,REPLACED APU EXHAUST MUFFLER DRAIN HOSE PER AMM TASK 49-81-45-000-801-A &amp;49-81-45-400-801-A.
HL8228,330,2024-08-06 0:00:00,2024-08-13 15:49:45,(TW_ITEM 143)(DM:225837)APU R/H SIDE IGV ACT' DRAIN LINE PROTECTING RUBBER HOSE HAS DAMAGED,REPLACED DRAIN LINE HOSE(TUBE) PER AMM TASK 49-23-51-000-801-A &amp; AMM TASK 49-23-51-400-801-A.
HL8001,330,2024-08-05 0:00:00,2024-08-06 5:35:07,APU OIL TEMP HIGH. (105 'C),"NO MAINT MSG. ACCORDING TO TSM TASK 49-62-00-810-815-A, REPLACED APU OIL COOLER ASSY AND THEN APU OP' &amp; LEAK CH'KED NML PER AMM 49-91-44-400-801-A."
HL8228,330,2024-08-03 0:00:00,2024-08-28 3:02:55,APU AUTO SHUT DOWN(RPM 82% ABOVE NOT INCREASE),"LOG/130637/DC  1.PERFORMED APU OP' AND OCCURRED APU AUTO SHUT DOWN DURING THE RPM 82% TSM TASK49-62-00-810-836-A PARA3-A-(4)/2024.08.04/&#44608;&#48124;&#52384;2.PERFORMED TROUBLESHOOTING AFT APU FUEL FEED PUMP &amp; FWD APU FUEL FEED PUMP AND APU START AND NO ACCELERATION AT RPM 85% PER TSM TASK49-62-00-810-836-A PARA3-A-(5)/2024.08.23/&#51060;&#51116;&#50676;3.REMOVED APU AIR INTAKE DUCT &amp; APU BLEED ELBOW AIR DUCT PER AMM TASK 49-11-11-000-801-A PARA 1~4.A.(3)/2024.08.27/&#44285;&#48393;&#44428;,4.CONNECTED OF THE ELECTRICAL CABLES AND APU FIRE &amp; OVERHEAT DETECTION LOOOPS OP CHECKED NML  PER AMM TASK 49-11-11-400-801-A ITEM 4-E-(3)~(5),26-13-00-710-801-A (PME:MP00027668, MP00025206)/2024.08.28/&#47448;&#49849;&#47785;/&#44608;&#53468;&#51068;5.REPLACED APU,INSTALLED  DUCTS , APU DEPRESERVATION, OP' LEAK  CH'KED NORMAL PER AMM 49-11-11-000-801-A, 49-11-11-400-801-A,49-00-00-550-803-A, PME/MP00024362,MP00025086,MP00025568,MP00026978,MP00015447"
